Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,in_synchronous_network,p_set_before_scaling
C334,Kaukas Mill,OCGT,6573,125.0,130.0,1,0.41,53.5243902439025,45218.9906699585,2010.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,49.8720480253591,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,130.0
C335,Kotkamills,CCGT,6572,70.0,72.8,0,0.58,38.8551724137931,99299.0381405309,1992.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,27.9283468942011,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,72.8
C336,Kymijarvi,OCGT,6567,45.0,46.8,1,0.41,53.5243902439025,45218.9906699585,2012.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,17.9539372891293,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,46.8
C337,Alholma Ak 3,biomass,6778,270.0,280.8,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,107.723623734776,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,280.8
C338,Anjalankoski 3,biomass,6572,160.5,166.92,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,64.035709664561,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,166.92
C339,Kristiinankaupunki Kt,oil,6811,60.0,62.4,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,23.9385830521724,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,62.4
C340,Lappeenranta Kaukaan Tehdas 5,biomass,6573,186.3,193.752,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,74.3293003769952,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,193.752
C341,Naistenlahti,biomass,6548,62.2,64.688,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,24.8163310974187,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,64.688
C342,Porvoo Kilpilahti 3,oil,6567,27.0,28.08,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,10.7723623734776,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,28.08
C343,Tahkoluoto Kt,oil,6615,52.0,54.08,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,20.7467719785494,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,54.08
C344,Varkaus La,biomass,6790,51.8,53.872,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,20.6669767017088,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,53.872
C347,Alholmens Kraft,lignite,6778,240.0,249.6,0,0.33,12.2878787878788,350935.393502816,1977.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,95.7543322086894,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,249.6
C348,Haapaniemi,lignite,6788,145.0,150.8,0,0.33,12.2878787878788,350935.393502816,1977.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,57.8515757094165,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,150.8
C349,Kaukaan Voima 6,biomass,6573,125.0,130.0,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,49.8720480253591,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,130.0
C350,Toppila,lignite,6917,120.0,124.8,0,0.33,12.2878787878788,350935.393502816,1977.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,47.8771661043447,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,124.8
C351,Haapavesi,CCGT,6786,2.7,2.808,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
C352,Joensuu,CCGT,6923,68.0,70.72,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,27.1303941257953,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,70.72
C353,Lappeenranta Kombi,CCGT,6573,26.3,27.352,0,0.58,38.8551724137931,99299.0381405309,1995.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,10.4930789045355,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,27.352
C355,Porvoo Tolkkinen 4,oil,6567,40.0,41.6,0,0.35,148.857142857143,37974.563043419,1986.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,15.9590553681149,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,41.6
C356,Olkiluoto-1,nuclear,6617,890.0,890.0,0,0.33,11.3787878787879,708708.980102573,1979.0,83.0,powerplantmatching,Inf,0.92,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,779.91987981973,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,890.0
C357,Olkiluoto-2 2,nuclear,6617,890.0,890.0,0,0.33,11.3787878787879,708708.980102573,1979.0,83.0,powerplantmatching,Inf,0.92,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,779.91987981973,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,890.0
C358,Loviisa-1,nuclear,6570,507.0,507.0,0,0.33,11.3787878787879,708708.980102573,1977.0,85.0,powerplantmatching,Inf,0.92,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,444.291437155734,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,507.0
C359,Loviisa-2 2,nuclear,6570,507.0,507.0,0,0.33,11.3787878787879,708708.980102573,1980.0,82.0,powerplantmatching,Inf,0.92,0.0,0.0,1.0,0.0,,PQ,nuclear,0.0,444.291437155734,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,507.0
C360,Amager,coal,5662,263.0,347.16,0,0.33,28.1969696969697,350935.393502816,1989.0,31.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,73.3302353090279,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,347.16
C362,Orsted,CCGT,5662,100.0,132.0,0,0.58,38.8551724137931,99299.0381405309,1985.0,59.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,27.8822187486798,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,132.0
C367,Asnaes,coal,5845,147.0,194.04,0,0.33,28.1969696969697,350935.393502816,1962.0,58.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,40.9868615605593,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,194.04
C371,Avedore,OCGT,5660,648.0,855.36,1,0.41,53.5243902439025,45218.9906699585,1990.0,52.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,180.676777491445,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,855.36
C373,Dtu Cogeneration,CCGT,6334,38.0,50.16,0,0.58,38.8551724137931,99299.0381405309,1998.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,10.5952431244983,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,50.16
C376,Hillerod,CCGT,6330,75.0,99.0,0,0.58,38.8551724137931,99299.0381405309,1991.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,20.9116640615099,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,99.0
C381,Amager,biomass,5662,70.0,92.4,0,0.47,14.8936170212766,278844.936767979,2009.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,19.5175531240759,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,92.4
C383,Amagervaerket 2,coal,5662,479.0,632.28,0,0.33,28.1969696969697,350935.393502816,1980.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,133.555827806176,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,632.28
C384,Asnaesvaerket 2,coal,5845,787.0,1038.84,0,0.33,28.1969696969697,350935.393502816,1980.0,45.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,219.43306155211,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,1038.84
C385,Avedoerevaerket,biomass,5660,815.0,1075.8,0,0.47,14.8936170212766,278844.936767979,2000.0,20.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,227.24008280174,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,1075.8
C530,Melkoya,CCGT,7019,230.0,135.7,0,0.58,38.8551724137931,99299.0381405309,2007.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,135.7
C571,Mongstad,CCGT,6744,179.0,363.37,0,0.58,38.8551724137931,99299.0381405309,2010.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,1.0,363.37
C740,Hammerfest Snohvit Terminal 2,CCGT,7019,229.0,135.11,0,0.58,38.8551724137931,99299.0381405309,2008.0,40.0,powerplantmatching,Inf,1.0,0.0,0.0,1.0,0.0,,PQ,other,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,135.11
5624 offwind-ac,,offwind-ac,5624,19.45,19.061,1,1.0,0.015,186655.650688612,0.0,Inf,profile_offwind-ac,2858.04644260837,1.0,0.0,0.0,1.0,0.0,1354.28458447741,PQ,wind-offshore,0.0,0.890180691907159,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,19.061
5646 offwind-ac,,offwind-ac,5646,342.7,335.846,1,1.0,0.015,192338.326652959,0.0,Inf,profile_offwind-ac,1732.07185931987,1.0,0.0,0.0,1.0,0.0,791.236460027502,PQ,wind-offshore,0.0,15.6845718826007,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,335.846
5662 offwind-ac,,offwind-ac,5662,50.8,49.784,1,1.0,0.015,186994.881317582,0.0,Inf,profile_offwind-ac,446.843269036334,1.0,0.0,0.0,1.0,0.0,173.667813622919,PQ,wind-offshore,0.0,2.32499635726908,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,49.784
6572 offwind-ac,,offwind-ac,6572,1.17725028217637,1.17725028217637,1,1.0,0.015,190111.033740455,0.0,Inf,profile_offwind-ac,986.067065512015,1.0,0.0,0.0,1.0,0.0,349.692901141088,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6546 offwind-ac,,offwind-ac,6546,2.55317918695266,2.55317918695266,1,1.0,0.015,195620.316511452,0.0,Inf,profile_offwind-ac,2138.54772151804,1.0,0.0,0.0,1.0,0.0,892.26370447855,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6550 offwind-ac,,offwind-ac,6550,0.344520775567357,0.344520775567357,1,1.0,0.015,185979.588937495,0.0,Inf,profile_offwind-ac,288.571253976333,1.0,0.0,0.0,1.0,0.0,113.328876033252,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6552 offwind-ac,,offwind-ac,6552,0.440259675772107,0.440259675772107,1,1.0,0.015,187831.685561273,0.0,Inf,profile_offwind-ac,368.762338072502,1.0,0.0,0.0,1.0,0.0,157.178441643047,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6554 offwind-ac,,offwind-ac,6554,1.02063523311682,1.02063523311682,1,1.0,0.015,188790.026740542,0.0,Inf,profile_offwind-ac,854.886003864128,1.0,0.0,0.0,1.0,0.0,327.261211075485,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6555 offwind-ac,,offwind-ac,6555,0.867440428649149,0.867440428649149,1,1.0,0.015,185441.905715816,0.0,Inf,profile_offwind-ac,726.569745562739,1.0,0.0,0.0,1.0,0.0,280.88775496162,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6556 offwind-ac,,offwind-ac,6556,1.22186067402538,1.22186067402538,1,1.0,0.015,185921.05382615,0.0,Inf,profile_offwind-ac,1023.43281419595,1.0,0.0,0.0,1.0,0.0,429.513927433861,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6567 offwind-ac,,offwind-ac,6567,1.18224526942034,1.18224526942034,1,1.0,0.015,189319.776054949,0.0,Inf,profile_offwind-ac,990.250876285732,1.0,0.0,0.0,1.0,0.0,381.929324633186,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6569 offwind-ac,,offwind-ac,6569,0.677383687118711,0.677383687118711,1,1.0,0.015,192255.900403526,0.0,Inf,profile_offwind-ac,567.377858978322,1.0,0.0,0.0,1.0,0.0,211.209198628265,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6573 offwind-ac,,offwind-ac,6573,0.138029170372697,0.138029170372697,1,1.0,0.015,185987.139138477,0.0,Inf,profile_offwind-ac,115.613494466823,1.0,0.0,0.0,1.0,0.0,31.3384411576584,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6615 offwind-ac,,offwind-ac,6615,2.69749037105832,2.69749037105832,1,1.0,0.015,187423.171867727,0.0,Inf,profile_offwind-ac,2259.42304258279,1.0,0.0,0.0,1.0,0.0,904.817715092845,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6617 offwind-ac,,offwind-ac,6617,0.69802360922224,0.69802360922224,1,1.0,0.015,184394.433059025,0.0,Inf,profile_offwind-ac,584.665896814591,1.0,0.0,0.0,1.0,0.0,242.168831521514,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6618 offwind-ac,,offwind-ac,6618,3.78568933399467,3.78568933399467,1,1.0,0.015,193884.061429268,0.0,Inf,profile_offwind-ac,3170.90055447784,1.0,0.0,0.0,1.0,0.0,1321.14449388394,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6621 offwind-ac,,offwind-ac,6621,2.31196620270455,2.31196620270455,1,1.0,0.015,191584.176669378,0.0,Inf,profile_offwind-ac,1936.50726916732,1.0,0.0,0.0,1.0,0.0,738.125515029276,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6778 offwind-ac,,offwind-ac,6778,3.5820564094724,3.5820564094724,1,1.0,0.015,190277.081639293,0.0,Inf,profile_offwind-ac,3000.33723131253,1.0,0.0,0.0,1.0,0.0,1085.5306222266,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6810 offwind-ac,,offwind-ac,6810,5.33765469695974,5.33765469695974,1,1.0,0.015,190884.377534462,0.0,Inf,profile_offwind-ac,4470.82968119346,1.0,0.0,0.0,1.0,0.0,1660.51828083616,PQ,wind-offshore,0.0,0.561698617362975,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,5.33765469695974
6811 offwind-ac,,offwind-ac,6811,4.35538750563598,4.35538750563598,1,1.0,0.015,193612.141336249,0.0,Inf,profile_offwind-ac,3648.08082178632,1.0,0.0,0.0,1.0,0.0,1460.14779574763,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6909 offwind-ac,,offwind-ac,6909,2.52352316706216,2.52352316706216,1,1.0,0.015,193442.73441311,0.0,Inf,profile_offwind-ac,2113.70778310314,1.0,0.0,0.0,1.0,0.0,787.040079186731,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6910 offwind-ac,,offwind-ac,6910,1.73635683073904,1.73635683073904,1,1.0,0.015,191804.1924152,0.0,Inf,profile_offwind-ac,1454.37576927425,1.0,0.0,0.0,1.0,0.0,470.197888488163,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6911 offwind-ac,,offwind-ac,6911,5.34098544030734,5.34098544030734,1,1.0,0.015,190831.143120251,0.0,Inf,profile_offwind-ac,4473.61951812829,1.0,0.0,0.0,1.0,0.0,1668.11253744771,PQ,wind-offshore,0.0,0.562049122226882,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,5.34098544030734
6917 offwind-ac,,offwind-ac,6917,2.16597298209604,2.16597298209604,1,1.0,0.015,186358.379617354,0.0,Inf,profile_offwind-ac,1814.2230711428,1.0,0.0,0.0,1.0,0.0,571.276218684898,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6937 offwind-ac,,offwind-ac,6937,0.184755216793602,0.184755216793602,1,1.0,0.015,199075.296878919,0.0,Inf,profile_offwind-ac,3220.68507956361,1.0,0.0,0.0,1.0,0.0,1059.31688696911,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,0.0
6938 offwind-ac,,offwind-ac,6938,0.134213333928301,0.134213333928301,1,1.0,0.015,194801.932568793,0.0,Inf,profile_offwind-ac,2339.63018508031,1.0,0.0,0.0,1.0,0.0,919.455673536448,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,1.0,0.0
7008 offwind-ac,,offwind-ac,7008,0.218622629065324,0.218622629065324,1,1.0,0.015,205653.583158458,0.0,Inf,profile_offwind-ac,3811.06770193263,1.0,0.0,0.0,1.0,0.0,1088.75830567008,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,0.0
7010 offwind-ac,,offwind-ac,7010,0.121634833034142,0.121634833034142,1,1.0,0.015,192152.953519516,0.0,Inf,profile_offwind-ac,2120.35956931008,1.0,0.0,0.0,1.0,0.0,673.482538999403,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,0.0
7017 offwind-ac,,offwind-ac,7017,0.229545823499798,0.229545823499798,1,1.0,0.015,195246.252433643,0.0,Inf,profile_offwind-ac,4001.48272753693,1.0,0.0,0.0,1.0,0.0,1332.76522405539,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,0.0
7019 offwind-ac,,offwind-ac,7019,0.113282896077266,0.113282896077266,1,1.0,0.015,200555.381183643,0.0,Inf,profile_offwind-ac,1974.76715135678,1.0,0.0,0.0,1.0,0.0,533.87266142297,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,0.0
6305 offwind-ac,,offwind-ac,6305,120.0,120.0,1,1.0,0.015,189019.069307164,0.0,Inf,profile_offwind-ac,866.38086962267,1.0,0.0,0.0,1.0,0.0,363.485235414814,PQ,wind-offshore,0.0,5.09337860780985,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,1.0,120.0
6337 offwind-ac,,offwind-ac,6337,110.4,110.4,1,1.0,0.015,185186.098574971,0.0,Inf,profile_offwind-ac,573.021031346248,1.0,0.0,0.0,1.0,0.0,204.86715411571,PQ,wind-offshore,0.0,4.10775413007888,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,1.0,110.4
5624 offwind-dc,,offwind-dc,5624,19.45,19.061,1,1.0,0.015,208702.175171841,0.0,Inf,profile_offwind-dc,167.046003677323,1.0,0.0,0.0,1.0,0.0,79.7692628267196,PQ,wind-offshore,0.0,0.890180691907159,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,19.061
6618 offwind-dc,,offwind-dc,6618,17.5640212428158,17.5640212428158,1,1.0,0.015,218249.843971553,0.0,Inf,profile_offwind-dc,14711.6574510189,1.0,0.0,0.0,1.0,0.0,6688.21252215793,PQ,wind-offshore,0.0,1.84831859824933,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,17.5640212428158
6621 offwind-dc,,offwind-dc,6621,4.60310783909006,4.60310783909006,1,1.0,0.015,208237.282851665,0.0,Inf,profile_offwind-dc,3855.57184215384,1.0,0.0,0.0,1.0,0.0,1768.31693502215,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6778 offwind-dc,,offwind-dc,6778,0.355290772034873,0.355290772034873,1,1.0,0.015,206372.429128944,0.0,Inf,profile_offwind-dc,297.592223410856,1.0,0.0,0.0,1.0,0.0,133.8314703483,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6810 offwind-dc,,offwind-dc,6810,2.64182526762422,2.64182526762422,1,1.0,0.015,204240.945948005,0.0,Inf,profile_offwind-dc,2212.79784654273,1.0,0.0,0.0,1.0,0.0,1006.74694072721,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6811 offwind-dc,,offwind-dc,6811,0.203892267252852,0.203892267252852,1,1.0,0.015,208887.084660308,0.0,Inf,profile_offwind-dc,170.780549127522,1.0,0.0,0.0,1.0,0.0,80.8372181216493,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6909 offwind-dc,,offwind-dc,6909,2.41910268693483,2.41910268693483,1,1.0,0.015,206743.871972316,0.0,Inf,profile_offwind-dc,2026.24499122497,1.0,0.0,0.0,1.0,0.0,870.318772062947,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6911 offwind-dc,,offwind-dc,6911,0.898835794621221,0.898835794621221,1,1.0,0.015,207609.468826071,0.0,Inf,profile_offwind-dc,752.866563549077,1.0,0.0,0.0,1.0,0.0,340.955110635719,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,0.0
6937 offwind-dc,,offwind-dc,6937,0.137501405014707,0.137501405014707,1,1.0,0.015,225943.106981947,0.0,Inf,profile_offwind-dc,2396.94841225849,1.0,0.0,0.0,1.0,0.0,1089.73010637545,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,1.0,0.0
5624 onwind,,onwind,5624,535.227452301238,572.693373962325,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6308.56938220797,1.0,0.0,0.0,1.0,0.0,3242.39396303184,PQ,wind-onshore,0.0,171.488905814816,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,572.693373962325
5642 onwind,,onwind,5642,102.119560412847,109.267929641746,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4537.44121670043,1.0,0.0,0.0,1.0,0.0,2245.1781401995,PQ,wind-onshore,0.0,32.7194944919094,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,109.267929641746
5662 onwind,,onwind,5662,65.326631153546,69.8994953342942,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,265.597405310678,1.0,0.0,0.0,1.0,0.0,139.744167294308,PQ,wind-onshore,0.0,20.9309004030393,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,69.8994953342942
6330 onwind,,onwind,6330,2.29244955442203,2.45292102323158,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,382.706841212052,1.0,0.0,0.0,1.0,0.0,187.448747450062,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,0.0
6334 onwind,,onwind,6334,0.036,0.03852,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,107.102160159619,1.0,0.0,0.0,1.0,0.0,49.7757247406355,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,1.0,0.0
6571 onwind,,onwind,6571,46.2627624950392,41.1738586205849,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13021.6663547906,1.0,0.0,0.0,1.0,0.0,3111.8427510162,PQ,wind-onshore,0.0,0.930035985194963,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,1.0,41.1738586205849
